Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time ,Year,Month,Day,Time,Flag,Temp,Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-80.61,51.29,MOOSONEE,6075420,2025-05-15 15:00,2025,5,15,15:00,,10.8,,4.8,,66,,0,,3,,11,,16.1,,100.89,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 16:00,2025,5,15,16:00,,11,,4,,62,,0,,2,,11,,16.1,,100.81,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 17:00,2025,5,15,17:00,,10.7,,4.3,,64,,0,,2,,11,,16.1,,100.81,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 18:00,2025,5,15,18:00,,9.5,,3.3,,65,,0,,36,,13,,16.1,,100.75,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 19:00,2025,5,15,19:00,,9,,2.8,,65,,0,,36,,11,,16.1,,100.69,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 20:00,2025,5,15,20:00,,8.3,,2.8,,68,,0,,2,,8,,16.1,,100.6,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 21:00,2025,5,15,21:00,,7.9,,2.4,,68,,0,,2,,9,,16.1,,100.56,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 22:00,2025,5,15,22:00,,8.1,,2.5,,67,,0,,3,,8,,16.1,,100.46,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-15 23:00,2025,5,15,23:00,,7.8,,2.9,,71,,0,,2,,8,,16.1,,100.39,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 0:00,2025,5,16,0:00,,7.6,,3.3,,74,,0,,1,,4,,16.1,,100.35,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 1:00,2025,5,16,1:00,,8.6,,4.3,,74,,0,,5,,8,,16.1,,100.25,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 2:00,2025,5,16,2:00,,8.8,,5,,77,,0,,5,,8,,16.1,,100.18,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 3:00,2025,5,16,3:00,,9.2,,6,,81,,0,,6,,9,,16.1,,100.12,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 4:00,2025,5,16,4:00,,9.5,,6.4,,81,,0,,6,,8,,16.1,,100.08,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 5:00,2025,5,16,5:00,,10.1,,7.5,,84,,0,,7,,11,,16.1,,99.97,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 6:00,2025,5,16,6:00,,10.7,,8.1,,84,,0,,7,,15,,16.1,,99.9,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 7:00,2025,5,16,7:00,,13,,10,,82,,0,,6,,9,,16.1,,99.85,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 8:00,2025,5,16,8:00,,14.8,,11.4,,80,,0,,7,,15,,16.1,,99.75,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 9:00,2025,5,16,9:00,,16.4,,12.9,,80,,0,,7,,13,,16.1,,99.68,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 10:00,2025,5,16,10:00,,17.9,,13.6,,76,,0,,8,,9,,16.1,,99.57,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 11:00,2025,5,16,11:00,,20.9,,15.1,,69,,0,,7,,15,,16.1,,99.47,,25,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 12:00,2025,5,16,12:00,,17.9,,14.5,,80,,0,,9,,13,,16.1,,99.37,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-16 13:00,2025,5,16,13:00,,17.3,,16.8,,97,,7.3,,26,,11,,8.1,,99.44,,,,,,"Moderate Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-16 14:00,2025,5,16,14:00,,18.3,,17.2,,93,,0.8,,21,,9,,16.1,,99.38,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-16 15:00,2025,5,16,15:00,,18.2,,17.1,,93,,0,,21,,17,,16.1,,99.37,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 16:00,2025,5,16,16:00,,18.2,,17.1,,93,,0,,18,,11,,16.1,,99.36,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 17:00,2025,5,16,17:00,,19,,17.5,,91,,0,,17,,11,,16.1,,99.31,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 18:00,2025,5,16,18:00,,19,,17.5,,91,,0,,19,,8,,16.1,,99.31,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 19:00,2025,5,16,19:00,,19.6,,17.8,,89,,0,,,,0,,16.1,,99.33,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 20:00,2025,5,16,20:00,,17.6,,17.3,,98,,0,,8,,8,,16.1,,99.32,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-16 21:00,2025,5,16,21:00,,15.8,,15.7,,99,,0,,8,,11,,0.6,,99.36,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-16 22:00,2025,5,16,22:00,,15.1,,15.1,,100,,0,,9,,11,,0.6,,99.35,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-16 23:00,2025,5,16,23:00,,13.6,,13.6,,100,,0,,8,,4,,0.8,,99.31,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 0:00,2025,5,17,0:00,,12.9,,12.9,,100,,0,,11,,5,,0.6,,99.29,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 1:00,2025,5,17,1:00,,13,,13,,100,,0,,19,,11,,16.1,,99.33,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 2:00,2025,5,17,2:00,,12.6,,12.6,,100,,0,,16,,9,,16.1,,99.26,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 3:00,2025,5,17,3:00,,12.7,,12.2,,97,,0,,,M,4,,16.1,,99.23,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 4:00,2025,5,17,4:00,,9.5,,9.4,,99,,0,,36,,11,,2.8,,99.38,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 5:00,2025,5,17,5:00,,9.6,,9.6,,100,,0.2,,35,,11,,0.2,,99.45,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 6:00,2025,5,17,6:00,,8.8,,8.8,,100,,0,,36,,15,,0.4,,99.52,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 7:00,2025,5,17,7:00,,7.5,,7.5,,100,,0,,36,,13,,1.6,,99.66,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 8:00,2025,5,17,8:00,,6.5,,6.4,,99,,0,,36,,15,,2.4,,99.71,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-17 9:00,2025,5,17,9:00,,5.4,,5.1,,98,,0,,34,,18,,16.1,,99.77,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 10:00,2025,5,17,10:00,,4.6,,4.1,,97,,0,,34,,17,,16.1,,99.81,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-17 11:00,2025,5,17,11:00,,5,,3.8,,92,,0,,34,,17,,16.1,,99.9,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 12:00,2025,5,17,12:00,,5.3,,3.7,,89,,0,,34,,11,,16.1,,99.99,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 13:00,2025,5,17,13:00,,4.7,,2.5,,86,,0,,35,,28,,16.1,,100.03,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 14:00,2025,5,17,14:00,,4.3,,1.6,,82,,0,,35,,28,,16.1,,100.07,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 15:00,2025,5,17,15:00,,4.4,,0.9,,78,,0,,34,,28,,16.1,,100.18,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 16:00,2025,5,17,16:00,,4.9,,0.9,,75,,0,,1,,22,,16.1,,100.31,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 17:00,2025,5,17,17:00,,3.8,,0.5,,79,,0,,35,,26,,16.1,,100.47,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 18:00,2025,5,17,18:00,,2.5,,-0.3,,82,,0,,35,,21,,16.1,,100.54,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-17 19:00,2025,5,17,19:00,,1.5,,-0.6,,86,,0,,34,,15,,12.9,,100.68,,,,,,"Rain,Snow"
-80.61,51.29,MOOSONEE,6075420,2025-05-17 20:00,2025,5,17,20:00,,1.1,,-1.1,,85,,0,,35,,18,,16.1,,100.78,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-17 21:00,2025,5,17,21:00,,0.3,,-0.7,,93,,0,,35,,13,,4.8,,100.88,,,,,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-17 22:00,2025,5,17,22:00,,0.2,,-1.7,,87,,0,,36,,26,,16.1,,100.96,,,,,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-17 23:00,2025,5,17,23:00,,0.1,,-2.3,,84,,0,,36,,24,,16.1,,101,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-18 0:00,2025,5,18,0:00,,-0.4,,-1.7,,91,,0,,36,,18,,3.2,,101.06,,,,-5,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 1:00,2025,5,18,1:00,,-0.6,,-3,,84,,0,,35,,26,,16.1,,101.14,,,,-7,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 2:00,2025,5,18,2:00,,-1.2,,-2.8,,89,,0,,1,,18,,9.7,,101.22,,,,-6,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 3:00,2025,5,18,3:00,,-1.4,,-3.9,,83,,0.2,,36,,22,,16.1,,101.3,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 4:00,2025,5,18,4:00,,-1.6,,-3.9,,84,,0,,36,,22,,16.1,,101.42,,,,-8,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 5:00,2025,5,18,5:00,,-1.7,,-3.4,,88,,0,,36,,21,,4.8,,101.49,,,,-8,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 6:00,2025,5,18,6:00,,-1.6,,-4,,84,,0,,1,,18,,12.9,,101.57,,,,-7,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 7:00,2025,5,18,7:00,,-2.2,,-3.9,,88,,0,,36,,22,,16.1,,101.66,,,,-8,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 8:00,2025,5,18,8:00,,-2.1,,-4,,87,,0,,34,,24,,3.6,,101.73,,,,-8,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 9:00,2025,5,18,9:00,,-2.2,,-4.6,,84,,0,,36,,24,,16.1,,101.81,,,,-9,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 10:00,2025,5,18,10:00,,-1.9,,-4.3,,84,,0,,35,,24,,16.1,,101.88,,,,-8,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-05-18 11:00,2025,5,18,11:00,,-1.3,,-4.5,,79,,0,,35,,22,,16.1,,101.92,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 12:00,2025,5,18,12:00,,-0.7,,-4.3,,77,,0,,36,,24,,16.1,,101.95,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 13:00,2025,5,18,13:00,,0,,-3.7,,77,,0,,35,,22,,16.1,,101.99,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 14:00,2025,5,18,14:00,,-0.6,,-3.6,,80,,0,,36,,22,,16.1,,102.07,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 15:00,2025,5,18,15:00,,-0.4,,-3.7,,79,,0,,36,,22,,16.1,,102.1,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 16:00,2025,5,18,16:00,,-0.9,,-4.1,,79,,0,,35,,22,,16.1,,102.16,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 17:00,2025,5,18,17:00,,-1.4,,-4.3,,81,,0,,36,,22,,16.1,,102.22,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 18:00,2025,5,18,18:00,,-2,,-4.5,,83,,0,,36,,17,,16.1,,102.29,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 19:00,2025,5,18,19:00,,-2.4,,-5.3,,80,,0,,36,,21,,16.1,,102.37,,,,-8,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 20:00,2025,5,18,20:00,,-3.1,,-5.9,,81,,0,,36,,17,,16.1,,102.41,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 21:00,2025,5,18,21:00,,-3.3,,-5.8,,83,,0,,34,,22,,16.1,,102.46,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 22:00,2025,5,18,22:00,,-3.6,,-5.8,,85,,0,,35,,24,,16.1,,102.46,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-05-18 23:00,2025,5,18,23:00,,-3.7,,-6.3,,82,,0,,35,,18,,16.1,,102.51,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 0:00,2025,5,19,0:00,,-3.7,,-6.2,,83,,0,,36,,15,,16.1,,102.55,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 1:00,2025,5,19,1:00,,-3.6,,-6.1,,83,,0,,36,,13,,16.1,,102.58,,,,-8,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 2:00,2025,5,19,2:00,,-3.6,,-6.1,,83,,0,,1,,18,,16.1,,102.59,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 3:00,2025,5,19,3:00,,-3.4,,-5.7,,84,,0,,35,,18,,16.1,,102.62,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 4:00,2025,5,19,4:00,,-3.6,,-6.3,,81,,0,,36,,21,,16.1,,102.67,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 5:00,2025,5,19,5:00,,-3.5,,-6.2,,82,,0,,35,,22,,16.1,,102.74,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 6:00,2025,5,19,6:00,,-3.5,,-6.3,,81,,0,,1,,17,,16.1,,102.76,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 7:00,2025,5,19,7:00,,-3.5,,-6.6,,79,,0,,36,,17,,16.1,,102.83,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 8:00,2025,5,19,8:00,,-3.2,,-6.2,,80,,0,,35,,17,,16.1,,102.9,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 9:00,2025,5,19,9:00,,-2.8,,-6,,79,,0,,2,,17,,16.1,,102.95,,,,-8,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 10:00,2025,5,19,10:00,,-2.5,,-5.8,,78,,0,,1,,15,,16.1,,102.99,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 11:00,2025,5,19,11:00,,-2.2,,-5.5,,78,,0,,35,,15,,16.1,,102.97,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 12:00,2025,5,19,12:00,,-1.8,,-5.5,,76,,0,,36,,18,,16.1,,103.01,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 13:00,2025,5,19,13:00,,-1.1,,-5,,75,,0,,34,,18,,16.1,,103.03,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 14:00,2025,5,19,14:00,,-0.5,,-5.2,,71,,0,,35,,22,,16.1,,103.05,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 15:00,2025,5,19,15:00,,-0.2,,-5,,70,,0,,34,,28,,16.1,,103.04,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 16:00,2025,5,19,16:00,,-0.5,,-4.9,,72,,0,,35,,26,,16.1,,103.02,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 17:00,2025,5,19,17:00,,-0.9,,-4.8,,75,,0,,1,,24,,16.1,,102.99,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 18:00,2025,5,19,18:00,,-1.4,,-4.9,,77,,0,,35,,22,,16.1,,103,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 19:00,2025,5,19,19:00,,-1.6,,-4.8,,79,,0,,34,,18,,16.1,,102.98,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 20:00,2025,5,19,20:00,,-1.9,,-4.6,,82,,0,,35,,11,,16.1,,102.95,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 21:00,2025,5,19,21:00,,-2.1,,-4.5,,84,,0,,34,,13,,16.1,,102.98,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 22:00,2025,5,19,22:00,,-2.3,,-4.5,,85,,0,,33,,9,,16.1,,103.01,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-19 23:00,2025,5,19,23:00,,-2.7,,-4.7,,86,,0,,32,,11,,16.1,,102.99,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 0:00,2025,5,20,0:00,,-3.1,,-4.8,,88,,0,,33,,11,,16.1,,102.99,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 1:00,2025,5,20,1:00,,-3.2,,-4.8,,89,,0,,35,,11,,16.1,,102.99,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 2:00,2025,5,20,2:00,,-3.5,,-4.8,,91,,0,,33,,11,,16.1,,102.98,,,,-8,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 3:00,2025,5,20,3:00,,-3.4,,-4.8,,90,,0,,35,,15,,16.1,,102.97,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 4:00,2025,5,20,4:00,,-3.4,,-4.8,,90,,0,,34,,15,,16.1,,102.98,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 5:00,2025,5,20,5:00,,-3.2,,-4.5,,91,,0,,35,,18,,16.1,,102.98,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 6:00,2025,5,20,6:00,,-2.8,,-4.2,,90,,0,,35,,15,,16.1,,103.03,,,,-8,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 7:00,2025,5,20,7:00,,-1.8,,-3.8,,86,,0,,33,,18,,16.1,,103.11,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 8:00,2025,5,20,8:00,,-1.1,,-3.8,,82,,0,,32,,17,,16.1,,103.09,,,,-6,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 9:00,2025,5,20,9:00,,0.4,,-3.5,,75,,0,,35,,18,,16.1,,103.06,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 10:00,2025,5,20,10:00,,2.7,,-2.6,,68,,0,,3,,15,,16.1,,103.03,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 11:00,2025,5,20,11:00,,3.6,,-2.3,,65,,0,,2,,13,,16.1,,102.98,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 12:00,2025,5,20,12:00,,4.7,,-1.8,,63,,0,,34,,22,,16.1,,102.91,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 13:00,2025,5,20,13:00,,5.3,,-2,,59,,0,,1,,18,,16.1,,102.84,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 14:00,2025,5,20,14:00,,5.6,,-2.3,,57,,0,,2,,24,,16.1,,102.76,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 15:00,2025,5,20,15:00,,5.8,,-0.5,,64,,0,,2,,17,,16.1,,102.67,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 16:00,2025,5,20,16:00,,5.4,,-1.3,,62,,0,,3,,22,,16.1,,102.6,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 17:00,2025,5,20,17:00,,5.8,,-1.6,,59,,0,,2,,18,,16.1,,102.56,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 18:00,2025,5,20,18:00,,5.9,,-1.3,,60,,0,,34,,15,,16.1,,102.55,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 19:00,2025,5,20,19:00,,4.8,,-1.7,,63,,0,,36,,11,,16.1,,102.55,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 20:00,2025,5,20,20:00,,3,,-1.7,,71,,0,,35,,13,,16.1,,102.54,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 21:00,2025,5,20,21:00,,1.2,,-1.7,,81,,0,,34,,11,,16.1,,102.54,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 22:00,2025,5,20,22:00,,0.2,,-1.6,,88,,0,,34,,15,,16.1,,102.49,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-20 23:00,2025,5,20,23:00,,-0.3,,-1.7,,90,,0,,35,,13,,16.1,,102.45,,,,-4,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 0:00,2025,5,21,0:00,,-0.8,,-1.9,,92,,0,,34,,9,,16.1,,102.43,,,,-4,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 1:00,2025,5,21,1:00,,-1.3,,-2.1,,94,,0,,34,,9,,16.1,,102.38,,,,-5,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 2:00,2025,5,21,2:00,,-0.9,,-1.8,,94,,0,,35,,9,,16.1,,102.31,,,,-4,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 3:00,2025,5,21,3:00,,-1.5,,-2.3,,94,,0,,34,,8,,16.1,,102.3,,,,-5,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 4:00,2025,5,21,4:00,,-2,,-2.6,,96,,0,,33,,9,,16.1,,102.25,,,,-5,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 5:00,2025,5,21,5:00,,-1.7,,-2.3,,96,,0,,33,,9,,16.1,,102.24,,,,-5,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 6:00,2025,5,21,6:00,,0.1,,-0.9,,93,,0,,34,,11,,16.1,,102.21,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 7:00,2025,5,21,7:00,,3,,0.2,,82,,0,,35,,17,,16.1,,102.18,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 8:00,2025,5,21,8:00,,4.6,,0.6,,75,,0,,36,,13,,16.1,,102.17,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 9:00,2025,5,21,9:00,,6.4,,1.8,,73,,0,,1,,11,,16.1,,102.11,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 10:00,2025,5,21,10:00,,7.1,,1.9,,69,,0,,4,,13,,16.1,,102.09,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 11:00,2025,5,21,11:00,,7.5,,2.8,,72,,0,,1,,11,,16.1,,102.05,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 12:00,2025,5,21,12:00,,7,,2.2,,71,,0,,2,,17,,16.1,,102,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 13:00,2025,5,21,13:00,,6.5,,2.3,,74,,0,,36,,18,,16.1,,101.97,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 14:00,2025,5,21,14:00,,5.8,,2.3,,78,,0,,36,,15,,16.1,,101.93,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 15:00,2025,5,21,15:00,,4.9,,3.1,,88,,0,,1,,15,,16.1,,101.89,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-05-21 16:00,2025,5,21,16:00,,4.7,,3.4,,91,,0,,36,,11,,8.1,,101.85,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-21 17:00,2025,5,21,17:00,,4.7,,4,,95,,0,,36,,9,,2.8,,101.83,,,,,,"Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-21 18:00,2025,5,21,18:00,,4,,3.4,,96,,0,,1,,11,,16.1,,101.81,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-21 19:00,2025,5,21,19:00,,3.9,,3.4,,97,,0,,36,,8,,16.1,,101.78,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-21 20:00,2025,5,21,20:00,,3.6,,3.3,,98,,0,,34,,11,,14.5,,101.74,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-21 21:00,2025,5,21,21:00,,3.3,,3,,98,,0.2,,33,,11,,16.1,,101.71,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-21 22:00,2025,5,21,22:00,,3.2,,2.9,,98,,0.8,,33,,5,,16.1,,101.68,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-21 23:00,2025,5,21,23:00,,3,,2.9,,99,,0.5,,34,,8,,12.9,,101.65,,,,,,Rain
-80.61,51.29,MOOSONEE,6075420,2025-05-22 0:00,2025,5,22,0:00,,2.7,,2.6,,99,,0.2,,33,,9,,2.4,,101.6,,,,,,"Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-22 1:00,2025,5,22,1:00,,2.7,,2.6,,99,,0,,31,,8,,1.6,,101.53,,,,,,"Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-22 2:00,2025,5,22,2:00,,2.8,,2.7,,99,,0,,32,,8,,0.8,,101.49,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 3:00,2025,5,22,3:00,,2.8,,2.8,,100,,0,,33,,11,,0.8,,101.46,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 4:00,2025,5,22,4:00,,2.8,,2.8,,100,,0,,33,,8,,0.4,,101.42,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 5:00,2025,5,22,5:00,,2.8,,2.8,,100,,0,,34,,8,,0.4,,101.42,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 6:00,2025,5,22,6:00,,3.3,,3.3,,100,,0,,33,,13,,0.8,,101.42,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 7:00,2025,5,22,7:00,,3.5,,3.5,,100,,0,,33,,11,,0.6,,101.44,,,,,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-05-22 8:00,2025,5,22,8:00,,4.3,,4.3,,100,,0,,34,,9,,1,,101.43,,,,,,"Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-22 9:00,2025,5,22,9:00,,5,,5,,100,,0.5,,36,,9,,4.8,,101.42,,,,,,"Rain,Fog"
-80.61,51.29,MOOSONEE,6075420,2025-05-22 10:00,2025,5,22,10:00,,5.3,,5.3,,100,,0.8,,33,,9,,6.4,,101.43,,,,,,"Rain,Fog"
